device_id,device_name,field_name,previous_value,cubemx_value,resolution,source_path
stmicroelectronics::stm32h533vetx,STM32H533VETx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h533zejx,STM32H533ZEJx,flash_bytes,1048576,524288,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h533zejx,STM32H533ZEJx,ram_bytes,561152,278528,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h533zejx,STM32H533ZEJx,package_types,BGA,UFBGA144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h533zetx,STM32H533ZETx,flash_bytes,1048576,524288,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h533zetx,STM32H533ZETx,ram_bytes,561152,278528,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h533zetx,STM32H533ZETx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543cetx,STM32H543CETx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543cetx,STM32H543CETx,package_types,QFP,LQFP48,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543ceux,STM32H543CEUx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543ceux,STM32H543CEUx,package_types,QFN,UFQFPN48,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543cgtx,STM32H543CGTx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543cgtx,STM32H543CGTx,package_types,QFP,LQFP48,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543cgux,STM32H543CGUx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543cgux,STM32H543CGUx,package_types,QFN,UFQFPN48,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543retx,STM32H543RETx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543retx,STM32H543RETx,package_types,QFP,LQFP64,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543rgtx,STM32H543RGTx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543rgtx,STM32H543RGTx,package_types,QFP,LQFP64,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543ugyx,STM32H543UGYx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543ugyx,STM32H543UGYx,package_types,CSP,WLCSP63,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543veix,STM32H543VEIx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543veix,STM32H543VEIx,package_types,BGA,UFBGA100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vetx,STM32H543VETx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vetx,STM32H543VETx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vezx,STM32H543VEZx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vezx,STM32H543VEZx,package_types,QFP,LQFP100-EP,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vgix,STM32H543VGIx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vgix,STM32H543VGIx,package_types,BGA,UFBGA100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vgtx,STM32H543VGTx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vgtx,STM32H543VGTx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vgzx,STM32H543VGZx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543vgzx,STM32H543VGZx,package_types,QFP,LQFP100-EP,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zejx,STM32H543ZEJx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zejx,STM32H543ZEJx,package_types,BGA,UFBGA144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zetx,STM32H543ZETx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zetx,STM32H543ZETx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zezx,STM32H543ZEZx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zezx,STM32H543ZEZx,package_types,QFP,LQFP144-EP,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zgjx,STM32H543ZGJx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zgjx,STM32H543ZGJx,package_types,BGA,UFBGA144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zgtx,STM32H543ZGTx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zgtx,STM32H543ZGTx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zgzx,STM32H543ZGZx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h543zgzx,STM32H543ZGZx,package_types,QFP,LQFP144-EP,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553cgtx,STM32H553CGTx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553cgtx,STM32H553CGTx,package_types,QFP,LQFP48,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553cgux,STM32H553CGUx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553cgux,STM32H553CGUx,package_types,QFN,UFQFPN48,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553rgtx,STM32H553RGTx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553rgtx,STM32H553RGTx,package_types,QFP,LQFP64,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553ugyx,STM32H553UGYx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553ugyx,STM32H553UGYx,package_types,CSP,WLCSP63,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553vgix,STM32H553VGIx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553vgix,STM32H553VGIx,package_types,BGA,UFBGA100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553vgtx,STM32H553VGTx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553vgtx,STM32H553VGTx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553vgzx,STM32H553VGZx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553vgzx,STM32H553VGZx,package_types,QFP,LQFP100-EP,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553zgjx,STM32H553ZGJx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553zgjx,STM32H553ZGJx,package_types,BGA,UFBGA144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553zgtx,STM32H553ZGTx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553zgtx,STM32H553ZGTx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553zgzx,STM32H553ZGZx,ram_bytes,626688,311296,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h553zgzx,STM32H553ZGZx,package_types,QFP,LQFP144-EP,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562agix,STM32H562AGIx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562agix,STM32H562AGIx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562agix,STM32H562AGIx,package_types,QFP,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562aiix,STM32H562AIIx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562aiix,STM32H562AIIx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562aiix,STM32H562AIIx,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562igkx,STM32H562IGKx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562igkx,STM32H562IGKx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562igkx,STM32H562IGKx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562igkx,STM32H562IGKx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32H562IGKx.xml
stmicroelectronics::stm32h562igtx,STM32H562IGTx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562igtx,STM32H562IGTx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562igtx,STM32H562IGTx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562iikx,STM32H562IIKx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562iikx,STM32H562IIKx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562iikx,STM32H562IIKx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562iikx,STM32H562IIKx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32H562IIKx.xml
stmicroelectronics::stm32h562iitx,STM32H562IITx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562iitx,STM32H562IITx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562iitx,STM32H562IITx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562rgtx,STM32H562RGTx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562rgtx,STM32H562RGTx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562rgtx,STM32H562RGTx,package_types,QFP,LQFP64,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562rgvx,STM32H562RGVx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562rgvx,STM32H562RGVx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562rgvx,STM32H562RGVx,package_types,QFN,VFQFPN68,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562ritx,STM32H562RITx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562ritx,STM32H562RITx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562ritx,STM32H562RITx,package_types,QFP,LQFP64,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562rivx,STM32H562RIVx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562rivx,STM32H562RIVx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562rivx,STM32H562RIVx,package_types,QFN,VFQFPN68,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562vgtx,STM32H562VGTx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562vgtx,STM32H562VGTx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562vgtx,STM32H562VGTx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562vgtx,STM32H562VGTx,pin_counts,64,100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32H562VGTx.xml
stmicroelectronics::stm32h562vitx,STM32H562VITx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562vitx,STM32H562VITx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562vitx,STM32H562VITx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562zgtx,STM32H562ZGTx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562zgtx,STM32H562ZGTx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562zgtx,STM32H562ZGTx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562zitx,STM32H562ZITx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562zitx,STM32H562ZITx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h562zitx,STM32H562ZITx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563agix,STM32H563AGIx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563agix,STM32H563AGIx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563agix,STM32H563AGIx,package_types,QFP,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563aiix,STM32H563AIIx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563aiix,STM32H563AIIx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563aiix,STM32H563AIIx,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563aiixq,STM32H563AIIxQ,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563aiixq,STM32H563AIIxQ,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563aiixq,STM32H563AIIxQ,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563igkx,STM32H563IGKx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563igkx,STM32H563IGKx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563igkx,STM32H563IGKx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563igkx,STM32H563IGKx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32H563IGKx.xml
stmicroelectronics::stm32h563igtx,STM32H563IGTx,flash_bytes,2097152,1048576,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563igtx,STM32H563IGTx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563igtx,STM32H563IGTx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iikx,STM32H563IIKx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iikx,STM32H563IIKx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iikx,STM32H563IIKx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iikx,STM32H563IIKx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32H563IIKx.xml
stmicroelectronics::stm32h563iikxq,STM32H563IIKxQ,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iikxq,STM32H563IIKxQ,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iikxq,STM32H563IIKxQ,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iikxq,STM32H563IIKxQ,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32H563IIKxQ.xml
stmicroelectronics::stm32h563iitx,STM32H563IITx,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iitx,STM32H563IITx,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iitx,STM32H563IITx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iitxq,STM32H563IITxQ,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iitxq,STM32H563IITxQ,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563iitxq,STM32H563IITxQ,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563lihxq,STM32H563LIHxQ,flash_bytes,4194304,2097152,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32h563lihxq,STM32H563LIHxQ,ram_bytes,1318912,655360,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
